posting_id,title,company,location,description,posted_date,salary_range,source
JOB00123,Analytics Associate,Chandler-Edwards Consulting,Bangalore,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: Tableau, Excel.",15/11/2025,,LinkedInSim
JOB00012,Analytics Associate,Dudley Group Analytics,Noida,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with Azure, Excel, ETL is a plus.",11/01/2026,"INR 7,00,000 - 8,00,000",InternshalaSim
JOB00717,Data Analyst (Fresher),Murray-Oconnor Technologies,Delhi,"Data Analyst (Fresher) needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for Data Warehousing, Git exposure.",2026-02-22,Rs 8L to 9L per annum,LinkedInSim
JOB00456,Operations Analyst,Diaz-Ball Analytics,Bengaluru,"We are looking for a Operations Analyst to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.",Oct 2025,7-10 LPA,InternshalaSim
JOB00282,Reporting Analyst,Hughes-Alvarado Technologies,Gurugram,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: PostgreSQL.",Apr 2026,,NaukriSim
JOB00392,Operations Analyst,Ware and Sons Technologies,Bangalore,"Operations Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for A/B Testing exposure.",31-May-2026,"INR 5,00,000 - 6,00,000",LinkedInSim
JOB00475,Associate Data Analyst,Blake Group Digital,Chennai,"We are looking for a Associate Data Analyst to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.","04 August, 2025",₹5L - ₹7L PA,NaukriSim
JOB00047,Data Analyst - Entry Level,Anderson Group Systems,pune,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: A/B Testing.",Aug 2025,₹6L - ₹7L PA,IndeedSim
JOB00385,Product Analyst,Farmer Dorsey and Bell Softwares,Delhi,"Product Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for Looker, Snowflake exposure.",Jul 2026,,NaukriSim
JOB00177,Associate Data Analyst,Curry Inc Systems,mumbai ,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Azure, dbt, Git.",2025-08-02,5-7 LPA,LinkedInSim
JOB00611,BI Analyst,Williams-Moses Technologies,Mumbai,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong Airflow, Statistics fundamentals encouraged to apply.",27-Feb-2026,"INR 5,00,000 - 8,00,000",InternshalaSim
JOB00310,Operations Analyst,Smith-Grimes Solutions,Bengaluru,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Tableau, Data Warehousing.",2025-08-31,,IndeedSim
JOB00501,Business Analyst,Rivera Martinez and Richardson Solutions,"hyderabad, TG","Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong Advanced Excel, Snowflake fundamentals encouraged to apply.",29/08/2025,,IndeedSim
JOB00407,Reporting Analyst,Berry-Mckinney Labs,Bangalore,"Reporting Analyst needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for Excel, Google Sheets exposure.",Dec 2025,,InternshalaSim
JOB00247,BI Analyst,Davis Ltd Solutions,"hyderabad, TG","We are looking for a BI Analyst to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.",14-Jul-2026,,NaukriSim
JOB00122,BI Analyst,Johnson-Carlson Systems,Noida,"We are looking for a BI Analyst to join our analytics team. Must have hands-on experience with AWS, SQL, dbt, Python, Git. Prior internship experience preferred.","13 February, 2026",₹5L - ₹6L PA,InternshalaSim
JOB00035,Product Analyst,Dyer Potter and Mack Systems,bangalore,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Stakeholder Management, Excel, Power BI, SQL. Nice to have: Airflow, Statistics, Google Sheets.","10 December, 2025",3-5 LPA,IndeedSim
JOB00251,BI Analyst,Moon-White Systems,mumbai ,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: Airflow.",2026-05-22,₹6L - ₹8L PA,IndeedSim
JOB00414,BI Analyst,Cook and Sons Solutions,Noida,"BI Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Airflow exposure.",2025-10-28,,IndeedSim
JOB00153,Junior Data Analyst,Manning Group Technologies,mumbai ,"The ideal candidate is proficient in Excel, Communication Skills, VBA, PowerPoint and can translate business questions into data-driven answers. Experience with Looker, AWS is a plus.","28 January, 2026",,IndeedSim
JOB00445,Analytics Associate,Conner Li and Santiago Labs,pune,"Analytics Associate needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for Pandas, Power BI, Google Sheets exposure.",Feb 2026,4-7 LPA,LinkedInSim
JOB00608,Operations Analyst,Hill Martinez and Rhodes Digital,Remote - India,"Operations Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for MySQL exposure.",2026-06-21,"INR 4,00,000 - 6,00,000",NaukriSim
JOB00347,Marketing Data Analyst,Jones PLC Consulting,Hyderabad,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: ETL, PostgreSQL, Airflow, SQL, Python. Nice to have: Advanced Excel.",2026-01-07,"INR 7,00,000 - 10,00,000",NaukriSim
JOB00528,BI Analyst,Contreras-Mckinney Labs,"Bengaluru, Karnataka","Join our growing data team! Skills needed: ETL, PostgreSQL, Airflow, SQL, Python. Freshers with strong Stakeholder Management, Excel, Google Sheets fundamentals encouraged to apply.",2026-03-31,Rs 6L to 7L per annum,LinkedInSim
JOB00121,Junior Data Analyst,White-Estes Consulting,"Bengaluru, Karnataka","Junior Data Analyst needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for Pandas, R, A/B Testing exposure.",06-May-2026,,LinkedInSim
JOB00699,Marketing Data Analyst,Morrison Russo and Lopez Consulting,"hyderabad, TG","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: NumPy.",Oct 2025,"INR 6,00,000 - 8,00,000",InternshalaSim
JOB00698,Business Analyst,Calderon Williams and Bennett Softwares,"Mumbai, MH","Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong PowerPoint fundamentals encouraged to apply.","16 August, 2025",,InternshalaSim
JOB00486,Product Analyst,Jones-Fox Softwares,Gurugram,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Communication Skills fundamentals encouraged to apply.",22-Apr-2026,₹3L - ₹6L PA,InternshalaSim
JOB00365,Junior Data Analyst,Phillips Wagner and Jordan Systems,New Delhi,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Machine Learning, A/B Testing fundamentals encouraged to apply.","15 January, 2026","INR 3,00,000 - 6,00,000",InternshalaSim
JOB00099,Associate Data Analyst,Williams-Cook Consulting,Chennai,"Associate Data Analyst needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for Looker exposure.","30 March, 2026",,IndeedSim
JOB00058,Data Analyst,Johnston Sanchez and Kennedy Analytics,delhi ncr,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: ETL, PostgreSQL, Airflow, SQL, Python. Nice to have: dbt, Advanced Excel.","16 August, 2025","INR 7,00,000 - 10,00,000",InternshalaSim
JOB00173,Data Analyst,White-Green Technologies,delhi ncr,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Pandas, MySQL, NumPy fundamentals encouraged to apply.","27 August, 2025",Rs 4L to 7L per annum,IndeedSim
JOB00438,Operations Analyst,Williams Mccoy and Cook Analytics,"Bengaluru, Karnataka","Operations Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Advanced Excel exposure.",07-May-2026,,NaukriSim
JOB00705,Operations Analyst,Sanders and Sons Systems,Bangalore,"Join our growing data team! Skills needed: Statistics, Pandas, A/B Testing, Python, Machine Learning. Freshers with strong Communication Skills fundamentals encouraged to apply.","26 December, 2025",3-5 LPA,InternshalaSim
JOB00152,Marketing Data Analyst,Simmons Meadows and Griffin Labs,remote,"Marketing Data Analyst needed for a fast-paced fintech startup. Core stack: Excel, Communication Skills, VBA, PowerPoint. Bonus points for Python, AWS, Data Warehousing exposure.",23-Feb-2026,"INR 8,00,000 - 10,00,000",InternshalaSim
JOB00105,BI Analyst,Nolan-Flynn Digital,bangalore,"BI Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for MySQL exposure.",04/11/2025,,InternshalaSim
JOB00590,Data Analyst (Fresher),Patton Parsons and Lane Systems,delhi ncr,,Mar 2026,,LinkedInSim
JOB00371,Operations Analyst,Mcdaniel Group Consulting,Hyderabad,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong PostgreSQL, Advanced Excel, A/B Testing fundamentals encouraged to apply.",2026-05-15,,InternshalaSim
JOB00734,Data Analyst - Entry Level,Chung-Stevens Solutions,Bengaluru,"The ideal candidate is proficient in ETL, PostgreSQL, Airflow, SQL, Python and can translate business questions into data-driven answers. Experience with GCP, Communication Skills, PowerPoint is a plus.","23 March, 2026",,InternshalaSim
JOB00201,Associate Data Analyst,Barnett Rogers and Snyder Labs,Delhi,"We are looking for a Associate Data Analyst to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",Jun 2026,₹7L - ₹9L PA,NaukriSim
JOB00224,Operations Analyst,Wilson-Jones Analytics,remote,"The ideal candidate is proficient in Stakeholder Management, Excel, Power BI, SQL and can translate business questions into data-driven answers. Experience with Tableau, Statistics, NumPy is a plus.",2025-11-29,,InternshalaSim
JOB00215,Product Analyst,Washington Hardy and Bray Solutions,noida ,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Airflow fundamentals encouraged to apply.",24/07/2025,₹5L - ₹8L PA,InternshalaSim
JOB00730,Reporting Analyst,Li Craig and Drake Labs,pune,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: ETL, PostgreSQL, Airflow, SQL, Python. Nice to have: Power BI.",08-Nov-2025,,InternshalaSim
JOB00714,Product Analyst,Hudson-Sanchez Labs,Chennai,"We are looking for a Product Analyst to join our analytics team. Must have hands-on experience with AWS, SQL, dbt, Python, Git. Prior internship experience preferred.",May 2026,,InternshalaSim
JOB00495,Operations Analyst,Brown Group Analytics,Mumbai,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: Azure, VBA, Stakeholder Management.","25 November, 2025",,NaukriSim
JOB00453,Data Analyst - Entry Level,Harper and Sons Systems,Hyderabad,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: SQL.",27/11/2025,7-8 LPA,InternshalaSim
JOB00141,Product Analyst,Hernandez Inc Softwares,bangalore,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: ETL, PostgreSQL, Airflow, SQL, Python. Nice to have: Advanced Excel.",Jan 2026,3-6 LPA,InternshalaSim
JOB00592,Business Analyst,Harvey Randall and Hernandez Technologies,New Delhi,"We are looking for a Business Analyst to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",2025-11-15,,NaukriSim
JOB00168,Product Analyst,Johnson-Rogers Digital,Pune,"We are looking for a Product Analyst to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",2026-02-24,"INR 6,00,000 - 9,00,000",InternshalaSim
JOB00469,Associate Data Analyst,Brown-Shaw Technologies,Noida,"Join our growing data team! Skills needed: ETL, PostgreSQL, Airflow, SQL, Python. Freshers with strong Power BI, Data Warehousing fundamentals encouraged to apply.",20-Oct-2025,₹6L - ₹9L PA,IndeedSim
JOB00312,Data Analyst (Fresher),Parsons-Hall Technologies,bangalore,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: Airflow.",14-Jul-2026,₹7L - ₹8L PA,NaukriSim
JOB00056,Product Analyst,Jones-Young Digital,Gurugram,"The ideal candidate is proficient in Stakeholder Management, Excel, Power BI, SQL and can translate business questions into data-driven answers. Experience with NumPy is a plus.",14/11/2025,"INR 5,00,000 - 7,00,000",IndeedSim
JOB00595,Data Analyst - Entry Level,Hernandez-Vaughn Solutions,"Bengaluru, Karnataka","Join our growing data team! Skills needed: ETL, PostgreSQL, Airflow, SQL, Python. Freshers with strong R fundamentals encouraged to apply.",24-Dec-2025,"INR 3,00,000 - 5,00,000",NaukriSim
JOB00332,Associate Data Analyst,Turner Ortiz and Taylor Solutions,pune,"The ideal candidate is proficient in Stakeholder Management, Excel, Power BI, SQL and can translate business questions into data-driven answers. Experience with ETL is a plus.",May 2026,,LinkedInSim
JOB00135,Marketing Data Analyst,Mitchell-Jordan Solutions,Mumbai,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Stakeholder Management, Excel, Power BI, SQL. Nice to have: Looker, VBA.",2026-04-09,"INR 3,00,000 - 5,00,000",InternshalaSim
JOB00100,Associate Data Analyst,Walsh LLC Technologies,bangalore,"We are looking for a Associate Data Analyst to join our analytics team. Must have hands-on experience with Excel, Communication Skills, VBA, PowerPoint. Prior internship experience preferred.",Nov 2025,,NaukriSim
JOB00404,Associate Data Analyst,Jones-Hensley Softwares,Remote,"Associate Data Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for Looker, Power BI, dbt exposure.","22 April, 2026",Rs 8L to 11L per annum,IndeedSim
JOB00691,Product Analyst,White-Medina Systems,pune,"Join our growing data team! Skills needed: Statistics, Pandas, A/B Testing, Python, Machine Learning. Freshers with strong MySQL fundamentals encouraged to apply.",Jun 2026,,NaukriSim
JOB00200,Junior Data Analyst,Christensen PLC Solutions,Delhi,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: ETL, PostgreSQL, Airflow, SQL, Python. Nice to have: Azure, R, Communication Skills.",Mar 2026,,InternshalaSim
JOB00681,Product Analyst,Morales and Sons Technologies,Delhi,"The ideal candidate is proficient in AWS, SQL, dbt, Python, Git and can translate business questions into data-driven answers. Experience with Advanced Excel, PostgreSQL is a plus.",28-Apr-2026,₹8L - ₹11L PA,NaukriSim
JOB00290,Analytics Associate,James Stewart and Higgins Solutions,"Bengaluru, Karnataka","The ideal candidate is proficient in Excel, Communication Skills, VBA, PowerPoint and can translate business questions into data-driven answers. Experience with Tableau is a plus.",14/04/2026,,NaukriSim
JOB00541,Product Analyst,Matthews Saunders and Anderson Consulting,noida ,"Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong Excel fundamentals encouraged to apply.",2026-06-07,₹4L - ₹6L PA,NaukriSim
JOB00074,Associate Data Analyst,Stanley Tucker and Lee Softwares,"Bengaluru, Karnataka","The ideal candidate is proficient in Stakeholder Management, Excel, Power BI, SQL and can translate business questions into data-driven answers. Experience with ETL, Advanced Excel, PowerPoint is a plus.","12 February, 2026",,InternshalaSim
JOB00685,Marketing Data Analyst,Young-Walter Technologies,Remote,"Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong A/B Testing fundamentals encouraged to apply.","02 June, 2026",₹4L - ₹7L PA,InternshalaSim
JOB00401,Business Analyst,Wilson-Jimenez Labs,noida ,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with dbt, Airflow, PostgreSQL is a plus.",Apr 2026,,NaukriSim
JOB00357,BI Analyst,Hayes and Sons Consulting,Mumbai,"BI Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Pandas, Advanced Excel, MySQL exposure.",16/06/2026,"INR 6,00,000 - 8,00,000",LinkedInSim
JOB00485,Operations Analyst,Butler Beck and Miller Digital,pune,"The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with dbt, GCP is a plus.",2026-04-24,Rs 8L to 11L per annum,NaukriSim
JOB00433,Data Analyst,Hayes LLC Systems,Chennai,"The ideal candidate is proficient in Stakeholder Management, Excel, Power BI, SQL and can translate business questions into data-driven answers. Experience with GCP, Machine Learning is a plus.","04 February, 2026",Rs 4L to 5L per annum,InternshalaSim
JOB00346,BI Analyst,Zhang PLC Labs,"Mumbai, MH","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: Statistics, NumPy.","01 April, 2026",₹7L - ₹10L PA,NaukriSim
JOB00173,Data Analyst,White-Green Technologies,delhi ncr,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Pandas, MySQL, NumPy fundamentals encouraged to apply.","27 August, 2025",Rs 4L to 7L per annum,InternshalaSim
JOB00562,Associate Data Analyst,Wright-Davis Digital,Gurugram,"The ideal candidate is proficient in ETL, PostgreSQL, Airflow, SQL, Python and can translate business questions into data-driven answers. Experience with Excel is a plus.",06/11/2025,₹7L - ₹10L PA,InternshalaSim
JOB00023,Business Analyst,Perez Inc Analytics,Remote - India,"We are looking for a Business Analyst to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.",03/10/2025,₹3L - ₹6L PA,InternshalaSim
JOB00164,Business Analyst,Smith-Bell Labs,bangalore,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Python, Excel, MySQL fundamentals encouraged to apply.",Feb 2026,,LinkedInSim
JOB00676,Junior Data Analyst,Johnson Ltd Systems,Delhi,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: ETL, PostgreSQL, Airflow, SQL, Python. Nice to have: Statistics.","11 November, 2025",,LinkedInSim
JOB00307,Junior Data Analyst,Castaneda-Rodriguez Softwares,Mumbai,"Junior Data Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Airflow, PowerPoint exposure.",19-Apr-2026,4-6 LPA,IndeedSim
JOB00402,Associate Data Analyst,Thompson-James Technologies,Bangalore,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: PostgreSQL, MySQL.",08/09/2025,,InternshalaSim
JOB00500,Product Analyst,Kelly-Norman Solutions,noida ,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Tableau.",28/07/2025,"INR 7,00,000 - 8,00,000",NaukriSim
JOB00184,Junior Data Analyst,Higgins Strickland and Martin Solutions,Remote,"We are looking for a Junior Data Analyst to join our analytics team. Must have hands-on experience with Excel, Communication Skills, VBA, PowerPoint. Prior internship experience preferred.",10-Jul-2026,Rs 8L to 11L per annum,InternshalaSim
JOB00054,Data Analyst,Robinson Jones and Welch Digital,"hyderabad, TG","Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong Statistics, Data Warehousing fundamentals encouraged to apply.",24/07/2025,"INR 8,00,000 - 11,00,000",InternshalaSim
JOB00231,Operations Analyst,Branch Torres and Oliver Softwares,Remote,"The ideal candidate is proficient in ETL, PostgreSQL, Airflow, SQL, Python and can translate business questions into data-driven answers. Experience with MySQL is a plus.",2026-02-19,Rs 5L to 6L per annum,NaukriSim
JOB00216,Marketing Data Analyst,Carlson Hooper and Wall Softwares,Mumbai,"The ideal candidate is proficient in AWS, SQL, dbt, Python, Git and can translate business questions into data-driven answers. Experience with R, Advanced Excel is a plus.",Dec 2025,,InternshalaSim
JOB00157,Data Analyst,Mitchell Nelson and Flores Technologies,delhi ncr,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong Data Warehousing, Git fundamentals encouraged to apply.","25 February, 2026",,NaukriSim
JOB00342,Data Analyst - Entry Level,Winters Newman and Brown Softwares,Delhi,"Data Analyst - Entry Level needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Data Warehousing, Statistics exposure.","15 October, 2025",,LinkedInSim
JOB00061,Business Analyst,Brown Valdez and Lucas Systems,Bangalore,"We are looking for a Business Analyst to join our analytics team. Must have hands-on experience with AWS, SQL, dbt, Python, Git. Prior internship experience preferred.",11-Oct-2025,Rs 4L to 7L per annum,NaukriSim
JOB00386,Data Analyst (Fresher),Kane PLC Labs,noida ,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: PowerPoint.",22-Dec-2025,"INR 3,00,000 - 6,00,000",LinkedInSim
JOB00299,Analytics Associate,Sparks Jackson and Miller Digital,Noida,"Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong Python, Advanced Excel, Statistics fundamentals encouraged to apply.",Sep 2025,,InternshalaSim
JOB00507,Product Analyst,Carter Garcia and Murphy Analytics,"Bengaluru, Karnataka","Product Analyst needed for a fast-paced fintech startup. Core stack: Stakeholder Management, Excel, Power BI, SQL. Bonus points for A/B Testing, Snowflake exposure.",2026-04-18,Rs 5L to 7L per annum,NaukriSim
JOB00221,Associate Data Analyst,Garcia-Smith Analytics,Hyderabad,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: Looker, PostgreSQL, NumPy.",2026-06-29,,IndeedSim
JOB00647,Analytics Associate,Richardson-Walker Solutions,Pune,"Analytics Associate needed for a fast-paced fintech startup. Core stack: Excel, Communication Skills, VBA, PowerPoint. Bonus points for GCP, Git exposure.",Sep 2025,8-10 LPA,IndeedSim
JOB00490,Reporting Analyst,Cooper Ltd Technologies,Delhi,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Machine Learning, Data Warehousing, A/B Testing.",Jul 2025,6-9 LPA,LinkedInSim
JOB00588,Marketing Data Analyst,Robles-Swanson Solutions,Bangalore,"Marketing Data Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Azure, Tableau, Stakeholder Management exposure.",08/11/2025,"INR 8,00,000 - 10,00,000",InternshalaSim
JOB00281,Analytics Associate,Garner-Thornton Digital,"Bengaluru, Karnataka","The ideal candidate is proficient in Excel, Communication Skills, VBA, PowerPoint and can translate business questions into data-driven answers. Experience with Data Warehousing, Snowflake is a plus.",Apr 2026,,NaukriSim
JOB00127,Data Analyst - Entry Level,Mcdaniel Bentley and Mclaughlin Solutions,New Delhi,,"30 May, 2026",5-6 LPA,IndeedSim
JOB00706,Data Analyst - Entry Level,Morris Campbell and Owens Labs,"Mumbai, MH","Data Analyst - Entry Level needed for a fast-paced fintech startup. Core stack: Excel, Communication Skills, VBA, PowerPoint. Bonus points for Azure exposure.",Oct 2025,₹6L - ₹8L PA,IndeedSim
JOB00515,Data Analyst,Gregory Kim and Martinez Labs,Bangalore,"We are looking for a Data Analyst to join our analytics team. Must have hands-on experience with AWS, SQL, dbt, Python, Git. Prior internship experience preferred.",18-Oct-2025,₹6L - ₹7L PA,IndeedSim
JOB00317,Data Analyst - Entry Level,Diaz Anderson and Browning Technologies,delhi ncr,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Azure, MySQL, Snowflake.","06 September, 2025",₹6L - ₹7L PA,IndeedSim
JOB00745,Operations Analyst,Lam-Elliott Digital,delhi ncr,"Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong Communication Skills fundamentals encouraged to apply.",2026-07-21,,InternshalaSim
JOB00614,Operations Analyst,Nelson Hoffman and Nelson Softwares,Hyderabad,"The ideal candidate is proficient in Excel, Communication Skills, VBA, PowerPoint and can translate business questions into data-driven answers. Experience with Stakeholder Management is a plus.",19-May-2026,,IndeedSim
JOB00036,Data Analyst,Rodriguez-Graham Digital,Bangalore,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: Airflow, Excel.",2025-12-13,"INR 5,00,000 - 8,00,000",NaukriSim
JOB00682,Associate Data Analyst,Robinson Shields and Brown Digital,Bangalore,,May 2026,,IndeedSim
JOB00150,Reporting Analyst,Schmidt Hansen and Stewart Labs,Noida,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: Power BI.","10 September, 2025",,LinkedInSim
JOB00291,Marketing Data Analyst,Brennan-Johnson Digital,"Mumbai, MH","Marketing Data Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Communication Skills exposure.",11-Mar-2026,Rs 3L to 4L per annum,InternshalaSim
JOB00393,Reporting Analyst,Webster Inc Softwares,Remote - India,"Join our growing data team! Skills needed: Statistics, Pandas, A/B Testing, Python, Machine Learning. Freshers with strong AWS, Tableau fundamentals encouraged to apply.",Apr 2026,Rs 5L to 7L per annum,IndeedSim
JOB00151,Product Analyst,Salazar-Ball Solutions,mumbai ,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: Airflow, ETL.",2025-10-06,₹3L - ₹4L PA,IndeedSim
JOB00467,Data Analyst (Fresher),Davis-Lozano Technologies,Gurugram,"We are looking for a Data Analyst (Fresher) to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",28/08/2025,"INR 5,00,000 - 6,00,000",IndeedSim
JOB00697,Marketing Data Analyst,Boone-Davis Labs,bangalore,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: Stakeholder Management, Excel, GCP.",06-May-2026,,IndeedSim
JOB00512,Associate Data Analyst,Whitney Gould and Jones Digital,Pune,"The ideal candidate is proficient in AWS, SQL, dbt, Python, Git and can translate business questions into data-driven answers. Experience with GCP is a plus.",Jul 2026,"INR 6,00,000 - 7,00,000",IndeedSim
JOB00225,Analytics Associate,Jones-Soto Consulting,Remote - India,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Machine Learning, A/B Testing, MySQL.",Jan 2026,"INR 8,00,000 - 11,00,000",NaukriSim
JOB00304,Associate Data Analyst,Jones LLC Analytics,Gurugram,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: Stakeholder Management, R, NumPy.",20-Aug-2025,,LinkedInSim
JOB00149,Data Analyst (Fresher),Bryant Group Technologies,"Bengaluru, Karnataka","The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with Pandas is a plus.",30-Apr-2026,"INR 4,00,000 - 6,00,000",NaukriSim
